Date,Open,High,Low,Close,Adj Close,Volume
2020-08-01,45.599998,51.000000,44.453999,48.130001,48.130001,221988000
2020-09-01,48.666000,52.038502,40.853001,51.877998,51.877998,226722000
2020-10-01,52.999001,67.500000,52.601002,56.645000,56.645000,218953000
2020-11-01,57.153999,90.427002,54.346001,90.107002,90.107002,224763000
2020-12-01,90.405998,97.279999,79.606003,80.099998,80.099998,165166000
2021-01-01,80.599998,83.928001,73.112000,76.598999,76.598999,150698000
2021-02-01,78.247002,92.112000,74.500000,80.539001,80.539001,151576000
2021-03-01,81.980003,83.500000,56.102001,65.166000,65.166000,245441000
2021-04-01,67.390999,76.866997,63.931000,72.931000,72.931000,116348000
2021-05-01,73.236000,73.574997,46.709999,58.813999,58.813999,309316000
2021-06-01,59.514999,81.250000,56.280998,77.360001,77.360001,196179500
2021-07-01,77.160004,86.150002,67.370003,81.910004,81.910004,111515400
2021-08-01,82.160004,90.000000,75.139999,80.050003,80.050003,94402600
2021-09-01,80.250000,80.699997,67.709999,70.300003,70.300003,69912300
2021-10-01,70.029999,82.989998,65.320000,74.910004,74.910004,67106400
2021-11-01,75.195000,114.089996,68.459999,103.419998,103.419998,164553600
2021-12-01,105.196999,105.853996,84.199997,91.639999,91.639999,76503100
2022-01-01,92.660004,93.260002,55.049999,69.540001,69.540001,136546000
2022-02-01,70.459999,86.879997,63.320000,85.320000,85.320000,143746800
2022-03-01,85.495003,86.239998,51.180000,69.250000,69.250000,145012800
2022-04-01,69.849998,75.980003,56.689999,58.919998,58.919998,89871600
2022-05-01,58.509998,63.160000,39.389999,52.049999,52.049999,189478700
2022-06-01,52.740002,55.860001,40.340000,41.889999,41.889999,111204500
2022-07-01,42.130001,51.189999,39.000000,45.000000,45.000000,125190100
2022-08-01,44.299999,76.750000,43.500000,62.700001,62.700001,162085500
2022-09-01,61.189999,67.769997,55.924999,59.750000,59.750000,96669000
2022-10-01,60.250000,64.656998,48.160000,53.240002,53.240002,114289300
2022-11-01,55.410000,56.150002,39.430000,52.139999,52.139999,131682600
2022-12-01,51.980000,54.970001,42.709999,44.830002,44.830002,82777000
2023-01-01,45.990002,52.599998,41.200001,50.700001,50.700001,78070000
2023-02-01,50.900002,66.349998,47.680000,55.959999,55.959999,127042100
2023-03-01,55.750000,62.532001,50.325001,60.910000,60.910000,81851900
2023-04-01,60.000000,65.665001,57.169998,64.339996,64.339996,53075200
2023-05-01,63.860001,70.389999,60.560001,70.080002,70.080002,98431400
2023-06-01,70.120003,79.379997,69.845001,77.220001,77.220001,71167800
2023-07-01,77.239998,91.849998,73.910004,91.260002,91.260002,124313300
2023-08-01,90.339996,90.669998,69.720001,80.029999,80.029999,82335800
2023-09-01,80.870003,87.739998,73.760002,78.150002,78.150002,63026000
2023-10-01,78.154999,86.425003,64.690002,70.959999,70.959999,85159900
2023-11-01,70.389999,80.379997,60.230000,70.459999,70.459999,150867300
2023-12-01,70.139999,78.339996,67.349998,71.959999,71.959999,82679500
2024-01-01,71.650002,72.150002,61.474998,68.430000,68.430000,98213700
2024-02-01,68.750000,94.000000,66.559998,85.430000,85.430000,136915700
2024-03-01,85.900002,89.879997,76.419998,87.419998,87.419998,74475200
2024-03-28,87.510002,88.189903,86.863503,87.419998,87.419998,3044849
